PARTNER GROWTH & VELOCITY: WORKLOAD STAGE PROGRESSION & DRP CAPABILITY,,,,,,,,,,,,,
"Partner: Kyndryl Brasil | Partner Engineer: Thiago da Ponte | Scope: Q3 2026 (July, August, September)",,,,,,,,,,,,,
Last Sync: 24 - Sep 2026 | Source: Concord BigQuery (Workload History & DRP Master) | Unified 14-Col Schema,,,,,,,,,,,,,
,,,,,,,,,,,,,
1. WORKLOAD GROWTH: STAGE ADVANCEMENTS (0-2 ➔ 3 & 3 ➔ 4.1),,,,,,,,,,,,,
Stage Transition,July (#),July ($ ARR),August (#),August ($ ARR),September (#),September ($ ARR),Q3 Total (#),Q3 Total ($ ARR),Share of Moved Deals,Top Pillar,Avg Deal ARR,Velocity Momentum,Status
KYNGBBMA9,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,July,2026-07-29,34.0,49.0,+15.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNEPJSV4,Infrastructure Modernization,Google Cloud VMware Engine,Tier 4 ➔ Tier 3,July,2026-07-29,14.0,24.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNLGHYI9,Security,Cloud Security,Tier 4 ➔ Tier 3,July,2026-07-29,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNEREWQ7,Security,Cloud Security,Tier 4 ➔ Tier 3,July,2026-07-29,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNPWYDB6,Security,Cloud Security,Tier 4 ➔ Tier 3,July,2026-07-29,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNFBCJC6,Databases,Spanner,Tier 3 ➔ Tier 2,July,2026-07-30,29.0,49.0,+20.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNIGKHW3,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,July,2026-07-30,25.0,35.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNNMSSY0,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,July,2026-07-30,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNNMSSY0,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,July,2026-07-31,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNFKEMZ7,Artificial Intelligence,Gemini Enterprise,Tier 4 ➔ Tier 3,July,2026-07-31,10.0,25.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNNMSSY0,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,July,2026-07-31,34.0,39.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNGSERE1,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,August,2026-08-02,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNARJQC8,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,August,2026-08-02,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNARXFP1,Artificial Intelligence,Gemini Enterprise,Tier 4 ➔ Tier 3,August,2026-08-02,18.0,28.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNARXFP1,Artificial Intelligence,AI Applications,Tier 4 ➔ Tier 3,August,2026-08-02,18.0,23.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNCBXPT5,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,August,2026-08-02,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNASVWT4,Artificial Intelligence,Gemini Enterprise,Tier 3 ➔ Tier 2,August,2026-08-02,25.0,35.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNPSJTN3,Artificial Intelligence,Gemini Enterprise,Tier 4 ➔ Tier 3,August,2026-08-02,14.0,29.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNBTATT6,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,August,2026-08-02,34.0,39.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNGKIEV4,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,August,2026-08-02,30.0,40.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNFBCJC6,Infrastructure Modernization,Oracle,Tier 4 ➔ Tier 3,August,2026-08-02,19.0,29.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNECIJU1,Security,Cloud Security,Tier 4 ➔ Tier 3,August,2026-08-02,18.0,23.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNIBQAQ2,Data & Analytics,Looker,Tier 4 ➔ Tier 3,August,2026-08-03,14.0,24.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNMTEMB0,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,August,2026-08-04,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNRKRIE1,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 3 ➔ Tier 2,August,2026-08-04,34.0,44.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNVSPMJ3,Artificial Intelligence,Gemini Enterprise,Tier 3 ➔ Tier 2,August,2026-08-04,29.0,39.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNKKRSG1,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 3 ➔ Tier 2,August,2026-08-04,30.0,40.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNVSPMJ3,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,August,2026-08-04,14.0,24.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNMTEMB0,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,August,2026-08-04,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNVSPMJ3,Infrastructure Modernization,Google Cloud VMware Engine,Tier 4 ➔ Tier 3,August,2026-08-04,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSSFOX3,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,August,2026-08-04,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNPWYDB6,Application Modernization,Cloud Run,Tier 4 ➔ Tier 3,August,2026-08-05,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSSXXI6,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,August,2026-08-05,11.0,21.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNAHHXH7,Application Modernization,Cloud Run,Tier 4 ➔ Tier 3,August,2026-08-05,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNDM0DB1,Application Modernization,Cloud Run,Tier 4 ➔ Tier 3,August,2026-08-05,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNRHMKP9,Application Modernization,Cloud Run,Tier 4 ➔ Tier 3,August,2026-08-05,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNMPEYN8,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,August,2026-08-05,15.0,25.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNMPEYN8,Application Modernization,Cloud Run,Tier 4 ➔ Tier 3,August,2026-08-05,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSRITJ1,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,August,2026-08-05,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNPWYDB6,Application Modernization,Google Kubernetes Engine,Tier 3 ➔ Tier 2,August,2026-08-05,29.0,39.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNMHGQS0,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,August,2026-08-05,15.0,25.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNRHMKP9,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 3 ➔ Tier 2,August,2026-08-05,24.0,39.0,+15.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNMPEYN8,Data & Analytics,BigQuery,Tier 4 ➔ Tier 3,August,2026-08-05,15.0,30.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNPWYDB6,Data & Analytics,BigQuery,Tier 4 ➔ Tier 3,August,2026-08-05,14.0,29.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNPWYDB6,Data & Analytics,Dataproc,Tier 4 ➔ Tier 3,August,2026-08-05,14.0,24.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNAHHXH7,Data & Analytics,BigQuery,Tier 4 ➔ Tier 3,August,2026-08-05,19.0,34.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNAHHXH7,Data & Analytics,Dataflow,Tier 4 ➔ Tier 3,August,2026-08-05,14.0,24.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNRHMKP9,Data & Analytics,BigQuery,Tier 3 ➔ Tier 2,August,2026-08-05,29.0,44.0,+15.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNDM0DB1,Data & Analytics,BigQuery,Tier 4 ➔ Tier 3,August,2026-08-05,15.0,30.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNRHMKP9,Data & Analytics,Dataflow,Tier 3 ➔ Tier 2,August,2026-08-05,34.0,44.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNSSXXI6,Data & Analytics,BigQuery,Tier 4 ➔ Tier 3,August,2026-08-05,11.0,26.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNDM0DB1,Databases,Cloud SQL,Tier 4 ➔ Tier 3,August,2026-08-05,15.0,30.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNPWYDB6,Databases,Cloud SQL,Tier 4 ➔ Tier 3,August,2026-08-05,14.0,29.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNAHHXH7,Databases,Cloud SQL,Tier 4 ➔ Tier 3,August,2026-08-05,19.0,34.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNRHMKP9,Databases,Cloud SQL,Tier 4 ➔ Tier 3,August,2026-08-05,19.0,34.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSSXXI6,Databases,Cloud SQL,Tier 4 ➔ Tier 3,August,2026-08-05,11.0,26.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNMPEYN8,Databases,Cloud SQL,Tier 4 ➔ Tier 3,August,2026-08-05,15.0,30.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNYHF880,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,August,2026-08-05,5.0,20.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNLKKLE3,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,August,2026-08-05,5.0,30.0,+25.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSRITJ1,Infrastructure Modernization,Google Cloud Networking,Tier 3 ➔ Tier 2,August,2026-08-05,34.0,39.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNDM0DB1,Infrastructure Modernization,Google Cloud Networking,Tier 3 ➔ Tier 2,August,2026-08-05,25.0,35.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNPWYDB6,Infrastructure Modernization,Google Compute Engine,Tier 2 ➔ Tier 1,August,2026-08-05,39.0,64.0,+25.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNSSXXI6,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,August,2026-08-05,11.0,21.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNDKXKB2,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,August,2026-08-05,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNAHHXH7,Infrastructure Modernization,Google Cloud VMware Engine,Tier 3 ➔ Tier 2,August,2026-08-05,34.0,49.0,+15.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNRLTJW8,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,August,2026-08-05,18.0,23.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNMHGQS0,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,August,2026-08-05,20.0,45.0,+25.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNRHMKP9,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,August,2026-08-05,19.0,29.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNAVVFE1,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,August,2026-08-05,22.0,47.0,+25.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNMPEYN8,Infrastructure Modernization,Google Cloud VMware Engine,Tier 4 ➔ Tier 3,August,2026-08-05,15.0,30.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNAVVFE1,Infrastructure Modernization,Google Cloud Networking,Tier 3 ➔ Tier 2,August,2026-08-05,27.0,37.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNRHMKP9,Infrastructure Modernization,Google Cloud VMware Engine,Tier 4 ➔ Tier 3,August,2026-08-05,19.0,34.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNDM0DB1,Infrastructure Modernization,Google Cloud VMware Engine,Tier 4 ➔ Tier 3,August,2026-08-05,15.0,30.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNAHHXH7,Infrastructure Modernization,Google Compute Engine,Tier 2 ➔ Tier 1,August,2026-08-05,39.0,64.0,+25.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNDKXKB2,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,August,2026-08-05,10.0,25.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNRLTJW8,Security,Cloud Security,Tier 4 ➔ Tier 3,August,2026-08-05,18.0,23.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNAHHXH7,Security,Security Operations,Tier 3 ➔ Tier 2,August,2026-08-05,34.0,39.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNMNZXV4,Artificial Intelligence,Gemini Enterprise,Tier 4 ➔ Tier 3,August,2026-08-06,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNDNH2V0,Artificial Intelligence,Gemini Enterprise,Tier 4 ➔ Tier 3,August,2026-08-06,14.0,24.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNUSQVA3,Data & Analytics,Dataflow,Tier 4 ➔ Tier 3,August,2026-08-06,14.0,24.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNYCVGA0,Infrastructure Modernization,Google Cloud Networking,Tier 3 ➔ Tier 2,August,2026-08-06,25.0,35.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNNSZIX4,Security,Cloud Security,Tier 4 ➔ Tier 3,August,2026-08-06,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSRITJ1,Security,Cloud Security,Tier 4 ➔ Tier 3,August,2026-08-06,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNJGDYM5,Artificial Intelligence,Gemini Enterprise,Tier 4 ➔ Tier 3,August,2026-08-07,5.0,25.0,+20.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNRPUMF4,Artificial Intelligence,AI Applications,Tier 4 ➔ Tier 3,August,2026-08-07,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNTRWS10,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,August,2026-08-07,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNLKKLE3,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,August,2026-08-07,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSKBCX2,Artificial Intelligence,AI Applications,Tier 4 ➔ Tier 3,August,2026-08-07,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSKBCX2,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,August,2026-08-07,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNMHGQS0,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,August,2026-08-07,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNAVVFE1,Data & Analytics,Dataflow,Tier 4 ➔ Tier 3,August,2026-08-07,17.0,22.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNMPEYN8,Data & Analytics,BigQuery,Tier 3 ➔ Tier 2,August,2026-08-07,30.0,40.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNSKBCX2,Data & Analytics,BigQuery,Tier 4 ➔ Tier 3,August,2026-08-07,15.0,25.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSSXXI6,Data & Analytics,Dataflow,Tier 4 ➔ Tier 3,August,2026-08-07,16.0,26.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNPWYDB6,Data & Analytics,BigQuery,Tier 3 ➔ Tier 2,August,2026-08-07,29.0,39.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNMPEYN8,Data & Analytics,Dataflow,Tier 4 ➔ Tier 3,August,2026-08-07,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNMHGQS0,Data & Analytics,BigQuery,Tier 4 ➔ Tier 3,August,2026-08-07,15.0,25.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNAHHXH7,Data & Analytics,BigQuery,Tier 3 ➔ Tier 2,August,2026-08-07,34.0,44.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNLKKLE3,Data & Analytics,BigQuery,Tier 4 ➔ Tier 3,August,2026-08-07,15.0,25.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNPWYDB6,Data & Analytics,Dataflow,Tier 4 ➔ Tier 3,August,2026-08-07,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNRHMKP9,Data & Analytics,BigQuery,Tier 2 ➔ Tier 1,August,2026-08-07,44.0,54.0,+10.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNDM0DB1,Data & Analytics,BigQuery,Tier 3 ➔ Tier 2,August,2026-08-07,30.0,40.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNMWQGE1,Data & Analytics,BigQuery,Tier 4 ➔ Tier 3,August,2026-08-07,14.0,24.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSSXXI6,Data & Analytics,BigQuery,Tier 3 ➔ Tier 2,August,2026-08-07,26.0,36.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNDM0DB1,Data & Analytics,Dataflow,Tier 4 ➔ Tier 3,August,2026-08-07,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNMWQGE1,Databases,Cloud SQL,Tier 4 ➔ Tier 3,August,2026-08-07,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNDM0DB1,Databases,Cloud SQL,Tier 3 ➔ Tier 2,August,2026-08-07,30.0,35.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNLKKLE3,Databases,Cloud SQL,Tier 4 ➔ Tier 3,August,2026-08-07,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSKBCX2,Databases,Cloud SQL,Tier 4 ➔ Tier 3,August,2026-08-07,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNAHHXH7,Databases,Spanner,Tier 4 ➔ Tier 3,August,2026-08-07,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNAHHXH7,Databases,Cloud SQL,Tier 3 ➔ Tier 2,August,2026-08-07,34.0,39.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNRHMKP9,Databases,Cloud SQL,Tier 3 ➔ Tier 2,August,2026-08-07,34.0,39.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNMPEYN8,Databases,Spanner,Tier 4 ➔ Tier 3,August,2026-08-07,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNMPEYN8,Databases,Cloud SQL,Tier 3 ➔ Tier 2,August,2026-08-07,30.0,35.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNRHMKP9,Databases,Spanner,Tier 4 ➔ Tier 3,August,2026-08-07,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNDM0DB1,Databases,Spanner,Tier 4 ➔ Tier 3,August,2026-08-07,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNMHGQS0,Databases,Cloud SQL,Tier 4 ➔ Tier 3,August,2026-08-07,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNLKKLE3,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,August,2026-08-07,30.0,40.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNFLUKR9,Infrastructure Modernization,Google Compute Engine,Tier 2 ➔ Tier 1,August,2026-08-07,45.0,50.0,+5.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNMHGQS0,Infrastructure Modernization,Google Compute Engine,Tier 2 ➔ Tier 1,August,2026-08-07,45.0,55.0,+10.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNAVVFE1,Infrastructure Modernization,Google Compute Engine,Tier 2 ➔ Tier 1,August,2026-08-07,47.0,57.0,+10.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNSSXXI6,Infrastructure Modernization,Google Compute Engine,Tier 2 ➔ Tier 1,August,2026-08-07,36.0,51.0,+15.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNEREWQ7,Infrastructure Modernization,Google Compute Engine,Tier 2 ➔ Tier 1,August,2026-08-07,45.0,50.0,+5.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNSKBCX2,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,August,2026-08-07,25.0,35.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNRHMKP9,Infrastructure Modernization,Google Compute Engine,Tier 2 ➔ Tier 1,August,2026-08-07,44.0,54.0,+10.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNGBBMA9,Infrastructure Modernization,Google Compute Engine,Tier 2 ➔ Tier 1,August,2026-08-07,49.0,54.0,+5.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNJTXAE5,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,August,2026-08-09,9.0,29.0,+20.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNITXER3,Application Modernization,Google Kubernetes Engine,Tier 3 ➔ Tier 2,August,2026-08-09,29.0,49.0,+20.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNITXER3,Application Modernization,Cloud Run,Tier 3 ➔ Tier 2,August,2026-08-09,29.0,49.0,+20.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNJPJLX0,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,August,2026-08-09,9.0,29.0,+20.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNACIUL3,Application Modernization,Google Kubernetes Engine,Tier 3 ➔ Tier 2,August,2026-08-09,34.0,49.0,+15.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNJTXAE5,Application Modernization,Cloud Run,Tier 4 ➔ Tier 3,August,2026-08-09,9.0,29.0,+20.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNCMDSO6,Application Modernization,Cloud Run,Tier 4 ➔ Tier 3,August,2026-08-09,5.0,20.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNCMDSO6,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,August,2026-08-09,5.0,20.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNCBUSY4,Application Modernization,Cloud Run,Tier 4 ➔ Tier 3,August,2026-08-09,5.0,20.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNACIUL3,Application Modernization,Cloud Run,Tier 3 ➔ Tier 2,August,2026-08-09,24.0,39.0,+15.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNCBUSY4,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,August,2026-08-09,5.0,20.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNDNH2V3,Application Modernization,Google Kubernetes Engine,Tier 2 ➔ Tier 1,August,2026-08-09,44.0,64.0,+20.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNHOJXZ6,Application Modernization,Cloud Run,Tier 4 ➔ Tier 3,August,2026-08-09,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNJPJLX0,Application Modernization,Cloud Run,Tier 4 ➔ Tier 3,August,2026-08-09,9.0,29.0,+20.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
